Código Produto,Nome Produto,Marca,Modelo,Tipo,Indice,Tratamento,Antireflexo,Variação Antireflexo
LSA0005614,PR VX LIBERTY 360 3.0 AIRWEAR BLUE UV PRVNC,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,PREVENCIA
LSA0005615,PR VX LIBERTY 360 3.0 AIRWEAR COLORAÇAO PADRAO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005617,PR VX LIBERTY 360 3.0 AIRWEAR INC ANTIRRISCO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005618,PR VX LIBERTY 360 3.0 AIRWEAR INC EASY CLEAN UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0005619,PR VX LIBERTY 360 3.0 AIRWEAR INC OPTIFOG,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,OPTIFOG,
LSA0005620,PR VX LIBERTY 360 3.0 AIRWEAR INC CZ EASY UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0005621,PR VX LIBERTY 360 3.0 AIRWEAR INC FORTE UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,
LSA0005622,PR VX LIBERTY 360 3.0 AIRWEAR INC SAPPHIRE,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0005623,PR VX LIBERTY 360 3.0 AIRWEAR INC PREVENCIA,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,PREVENCIA
LSA0005625,VX LIBERTY 360 3.0 ORMA TR 7 XTR CNZ EASY CLN UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,TRANSITIONS,EASY CLEAN,
LSA0005627,VX LIBERTY 360 3.0 ORMA TR 7 XTRCTV CNZ CZ EASY UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY
LSA0005658,PR VX LIBERTY 360 3.0 ORMA COLORAÇAO PADRAO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005659,PR VX LIBERTY 360 3.0 ORMA COLORAÇAO ESPECIAL,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005660,PR VX LIBERTY 360 3.0 ORMA INC ANTIRRISCO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005661,PR VX LIBERTY 360 3.0 ORMA INC EASY CLEAN UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,EASY CLEAN,
LSA0005662,PR VX LIBERTY 360 3.0 ORMA INC OPTIFOG,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,OPTIFOG,
LSA0005663,PR VX LIBERTY 360 3.0 ORMA INC CZ EASY UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0005664,PR VX LIBERTY 360 3.0 ORMA INC FORTE UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,
LSA0005665,PR VX LIBERTY 360 3.0 ORMA INC SAPPHIRE,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
LSA0005666,PR VX LIBERTY 360 3.0 ORMA INC PREVENCIA,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,PREVENCIA
LSA0005682,PR VX LIBERTY SH 360 3.0 AIRWEAR INC EASY CLEAN UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0005684,PR VX LIBERTY SHORT 360 3.0 AIRWEAR INC CZ EASY UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0005685,PR VX LIBERTY SHORT 360 3.0 AIRWEAR INC FORTE UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,
LSA0005689,LIBERTY SH 360 3.0 ORMA TR 7 XTR CNZ EASY CLN UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,TRANSITIONS,EASY CLEAN,
LSA0005717,PR VX LIBERTY SHORT 360 3.0 ORMA INC EASY CLEAN UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,EASY CLEAN,
LSA0005719,PR VX LIBERTY SHORT 360 3.0 ORMA INC CZ EASY UV,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0005722,PR VX LIBERTY SHORT 360 3.0 ORMA INC PREVENCIA,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,PREVENCIA
LSA0005771,PR VX COMFORT STYLIS 1.67 INC CZ EASY UV,VARILUX,COMFORT,PROGRESSIVA,1.67,,CRIZAL,EASY
LSA0005772,PR VX COMFORT STYLIS 1.67 INC FORTE UV,VARILUX,COMFORT,PROGRESSIVA,1.67,,CRIZAL,
LSA0005773,PR VX COMFORT STYLIS 1.67 INC SAPPHIRE,VARILUX,COMFORT,PROGRESSIVA,1.67,,CRIZAL,SAPPHIRE
LSA0005782,PR VX COMFORT AIRWEAR COLORAÇAO PADRAO,VARILUX,COMFORT,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005783,PR VX COMFORT AIRWEAR COLORAÇAO ESPECIAL,VARILUX,COMFORT,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005785,PR VX COMFORT AIRWEAR INC EASY CLEAN UV,VARILUX,COMFORT,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0005786,PR VX COMFORT AIRWEAR INC OPTIFOG,VARILUX,COMFORT,PROGRESSIVA,1.59,,OPTIFOG,
LSA0005787,PR VX COMFORT AIRWEAR INC CZ EASY UV,VARILUX,COMFORT,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0005788,PR VX COMFORT AIRWEAR INC FORTE UV,VARILUX,COMFORT,PROGRESSIVA,1.59,,CRIZAL,
LSA0005789,PR VX COMFORT AIRWEAR INC SAPPHIRE,VARILUX,COMFORT,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0005790,PR VX COMFORT AIRWEAR INC PREVENCIA,VARILUX,COMFORT,PROGRESSIVA,1.59,,CRIZAL,PREVENCIA
LSA0005798,PR VX COMFORT ORMA COLORAÇAO PADRAO,VARILUX,COMFORT,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005799,PR VX COMFORT ORMA COLORAÇAO ESPECIAL,VARILUX,COMFORT,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005800,PR VX COMFORT ORMA INC,VARILUX,COMFORT,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005801,PR VX COMFORT ORMA INC EASY CLEAN UV,VARILUX,COMFORT,PROGRESSIVA,1.50,,EASY CLEAN,
LSA0005802,PR VX COMFORT ORMA INC OPTIFOG,VARILUX,COMFORT,PROGRESSIVA,1.50,,OPTIFOG,
LSA0005803,PR VX COMFORT ORMA INC CZ EASY UV,VARILUX,COMFORT,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0005804,PR VX COMFORT ORMA INC FORTE UV,VARILUX,COMFORT,PROGRESSIVA,1.50,,CRIZAL,
LSA0005805,PR VX COMFORT ORMA INC SAPPHIRE,VARILUX,COMFORT,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
LSA0005806,PR VX COMFORT ORMA INC PREVENCIA,VARILUX,COMFORT,PROGRESSIVA,1.50,,CRIZAL,PREVENCIA
LSA0005814,PR VX LIBERTY AIRWEAR COLORAÇAO PADRAO,VARILUX,LIBERTY,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005816,PR VX LIBERTY AIRWEAR INC,VARILUX,LIBERTY,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005817,PR VX LIBERTY AIRWEAR INC EASY CLEAN UV,VARILUX,LIBERTY,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0005818,PR VX LIBERTY AIRWEAR INC OPTIFOG,VARILUX,LIBERTY,PROGRESSIVA,1.59,,OPTIFOG,
LSA0005819,PR VX LIBERTY AIRWEAR INC CZ EASY UV,VARILUX,LIBERTY,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0005820,PR VX LIBERTY AIRWEAR INC FORTE UV,VARILUX,LIBERTY,PROGRESSIVA,1.59,,CRIZAL,
LSA0005821,PR VX LIBERTY AIRWEAR INC SAPPHIRE,VARILUX,LIBERTY,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0005822,PR VX LIBERTY AIRWEAR INC PREVENCIA,VARILUX,LIBERTY,PROGRESSIVA,1.59,,CRIZAL,PREVENCIA
LSA0005830,PR VX LIBERTY ORMA COLORAÇAO PADRAO,VARILUX,LIBERTY,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005831,PR VX LIBERTY ORMA COLORAÇAO ESPECIAL,VARILUX,LIBERTY,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005832,PR VX LIBERTY ORMA INC,VARILUX,LIBERTY,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005833,PR VX LIBERTY ORMA INC EASY CLEAN UV,VARILUX,LIBERTY,PROGRESSIVA,1.50,,EASY CLEAN,
LSA0005834,PR VX LIBERTY ORMA INC OPTIFOG,VARILUX,LIBERTY,PROGRESSIVA,1.50,,OPTIFOG,
LSA0005835,PR VX LIBERTY ORMA INC CZ EASY UV,VARILUX,LIBERTY,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0005836,PR VX LIBERTY ORMA INC FORTE UV,VARILUX,LIBERTY,PROGRESSIVA,1.50,,CRIZAL,
LSA0005837,PR VX LIBERTY ORMA INC SAPPHIRE,VARILUX,LIBERTY,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
LSA0005838,PR VX LIBERTY ORMA INC PREVENCIA,VARILUX,LIBERTY,PROGRESSIVA,1.50,,CRIZAL,PREVENCIA
LSA0005846,PR KODAK EASY PLUS 1.67 BLUE UV EASY CLEAN UV,KODAK,EASY PLUS,PROGRESSIVA,1.67,,EASY CLEAN,
LSA0005847,PR KODAK EASY PLUS 1.67 BLUE UV NO REFLEX,KODAK,EASY PLUS,PROGRESSIVA,1.67,,NO REFLEX,
LSA0005849,PR KODAK EASY PLUS 1.67 BLUE UV CZ EASY UV,KODAK,EASY PLUS,PROGRESSIVA,1.67,,CRIZAL,EASY
LSA0005850,PR KODAK EASY PLUS 1.67 BLUE UV FORTE UV,KODAK,EASY PLUS,PROGRESSIVA,1.67,,CRIZAL,
LSA0005851,PR KODAK EASY PLUS 1.67 BLUE UV SAPPHIRE,KODAK,EASY PLUS,PROGRESSIVA,1.67,,CRIZAL,SAPPHIRE
LSA0005853,PR KODAK EASY PLUS 1.67 INC EASY CLEAN UV,KODAK,EASY PLUS,PROGRESSIVA,1.67,,EASY CLEAN,
LSA0005854,PR KODAK EASY PLUS 1.67 INC NO REFLEX,KODAK,EASY PLUS,PROGRESSIVA,1.67,,NO REFLEX,
LSA0005856,PR KODAK EASY PLUS 1.67 INC CZ EASY UV,KODAK,EASY PLUS,PROGRESSIVA,1.67,,CRIZAL,EASY
LSA0005858,PR KODAK EASY PLUS 1.67 INC SAPPHIRE,KODAK,EASY PLUS,PROGRESSIVA,1.67,,CRIZAL,SAPPHIRE
LSA0005868,PR KODAK EASY SUN PLUS POLI XPERIO CNZ ANTIRRISCO,KODAK,EASY SUN PLUS,PROGRESSIVA,1.59,XPERIO,ANTIRRISCO,
LSA0005871,PR KODAK EASY SUN PLUS POLI XPERIO MRM ANTIRRISCO,KODAK,EASY SUN PLUS,PROGRESSIVA,1.59,XPERIO,ANTIRRISCO,
LSA0005878,PR KODAK EASY PLUS POLI BLUE UV EASY CLEAN UV,KODAK,EASY PLUS,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0005879,PR KODAK EASY PLUS POLI BLUE UV NO REFLEX,KODAK,EASY PLUS,PROGRESSIVA,1.59,,NO REFLEX,
LSA0005880,PR KODAK EASY PLUS POLI BLUE UV OPTIFOG,KODAK,EASY PLUS,PROGRESSIVA,1.59,,OPTIFOG,
LSA0005881,PR KODAK EASY PLUS POLI BLUE UV CZ EASY UV,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0005882,PR KODAK EASY PLUS POLI BLUE UV FORTE UV,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,
LSA0005883,PR KODAK EASY PLUS POLI BLUE UV SAPPHIRE,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0005884,PR KODAK EASY PLUS POLI BLUE UV PREVENCIA,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,PREVENCIA
LSA0005885,PR KODAK EASY SUN PLUS POLI COLORACAO PADRAO,KODAK,EASY SUN PLUS,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005886,PR KODAK EASY SUN PLUS POLI COLORACAO ESPECIAL,KODAK,EASY SUN PLUS,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0005888,PR KODAK EASY PLUS POLI INC EASY CLEAN UV,KODAK,EASY PLUS,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0005889,PR KODAK EASY PLUS POLI INC NO REFLEX,KODAK,EASY PLUS,PROGRESSIVA,1.59,,NO REFLEX,
LSA0005891,PR KODAK EASY PLUS POLI INC CZ EASY UV,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0005892,PR KODAK EASY PLUS POLI INC FORTE UV,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,
LSA0005894,PR KODAK EASY PLUS POLI INC SAPPHIRE,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0005937,PR KODAK EASY SUN PLUS 1.50 XPERIO SAPPHIRE,KODAK,EASY SUN PLUS,PROGRESSIVA,1.50,XPERIO,CRIZAL,SAPPHIRE
LSA0005941,PR KODAK EASY SUN PLUS 1.50 XPERIO VRD ANTIRRISCO,KODAK,EASY SUN PLUS,PROGRESSIVA,1.50,XPERIO,ANTIRRISCO,
LSA0005944,PR KODAK EASY PLUS 1.50 COLORACAO PADRAO,KODAK,EASY PLUS,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005945,PR KODAK EASY SUN PLUS 1.50 COLORACAO ESPECIAL,KODAK,EASY SUN PLUS,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005946,PR KODAK EASY PLUS 1.50 INC ANTIRRISCO,KODAK,EASY PLUS,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0005947,PR KODAK EASY PLUS 1.50 INC EASY CLEAN UV,KODAK,EASY PLUS,PROGRESSIVA,1.50,,EASY CLEAN,
LSA0005948,PR KODAK EASY PLUS 1.50 INC NO REFLEX,KODAK,EASY PLUS,PROGRESSIVA,1.50,,NO REFLEX,
LSA0005950,PR KODAK EASY PLUS 1.50 INC CZ EASY UV,KODAK,EASY PLUS,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0005951,PR KODAK EASY PLUS 1.50 INC FORTE UV,KODAK,EASY PLUS,PROGRESSIVA,1.50,,CRIZAL,
LSA0005952,PR KODAK EASY PLUS 1.50 INC PREVENCIA,KODAK,EASY PLUS,PROGRESSIVA,1.50,,CRIZAL,PREVENCIA
LSA0005953,PR KODAK EASY PLUS 1.50 INC SAPPHIRE,KODAK,EASY PLUS,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
LSA0005962,PR KODAK UP 1.67 BLUE UV NO REFLEX,KODAK,UP,PROGRESSIVA,1.67,,NO REFLEX,
LSA0005964,PR KODAK UP 1.67 BLUE UV CZ EASY UV,KODAK,UP,PROGRESSIVA,1.67,,CRIZAL,EASY
LSA0005966,PR KODAK UP 1.67 BLUE UV PREVENCIA,KODAK,UP,PROGRESSIVA,1.67,,CRIZAL,PREVENCIA
LSA0005969,PR KODAK UP 1.67 INC NO REFLEX,KODAK,UP,PROGRESSIVA,1.67,,NO REFLEX,
LSA0005971,PR KODAK UP 1.67 INC CZ EASY UV,KODAK,UP,PROGRESSIVA,1.67,,CRIZAL,EASY
LSA0005993,PR KODAK UP POLI BLUE UV EASY CLEAN UV,KODAK,UP,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0005994,PR KODAK UP POLI BLUE UV NO REFLEX,KODAK,UP,PROGRESSIVA,1.59,,NO REFLEX,
LSA0005996,PR KODAK UP POLI BLUE UV CZ EASY UV,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0005997,PR KODAK UP POLI BLUE UV FORTE UV,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,
LSA0005999,PR KODAK UP POLI BLUE UV SAPPHIRE,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0006002,PR KODAK UP POLI INC ANTIRRISCO,KODAK,UP,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0006003,PR KODAK UP POLI INC EASY CLEAN UV,KODAK,UP,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0006004,PR KODAK UP POLI INC NO REFLEX,KODAK,UP,PROGRESSIVA,1.59,,NO REFLEX,
LSA0006006,PR KODAK UP POLI INC CZ EASY UV,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0006007,PR KODAK UP POLI INC FORTE UV,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,
LSA0006009,PR KODAK UP POLI INC SAPPHIRE,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0006059,PR KODAK UP 1.50 COLORACAO PADRAO,KODAK,UP,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0006061,PR KODAK UP 1.50 INC ANTIRRISCO,KODAK,UP,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0006062,PR KODAK UP 1.50 INC EASY CLEAN UV,KODAK,UP,PROGRESSIVA,1.50,,EASY CLEAN,
LSA0006063,PR KODAK UP 1.50 INC NO REFLEX,KODAK,UP,PROGRESSIVA,1.50,,NO REFLEX,
LSA0006065,PR KODAK UP 1.50 INC CZ EASY UV,KODAK,UP,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0006066,PR KODAK UP 1.50 INC FORTE UV,KODAK,UP,PROGRESSIVA,1.50,,CRIZAL,
LSA0006068,PR KODAK UP 1.50 INC SAPPHIRE,KODAK,UP,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
LSA0006076,VS KODAK SINGLE DIGITAL 1.67 BLUE UV EASY CLEAN UV,KODAK,SINGLE,VISÃO SIMPLES,1.67,,EASY CLEAN,
LSA0006077,VS KODAK SINGLE DIGITAL 1.67 BLUE UV NO REFLEX,KODAK,SINGLE,VISÃO SIMPLES,1.67,,NO REFLEX,
LSA0006079,VS KODAK SINGLE DIGITAL 1.67 BLUE UV CZ EASY UV,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,EASY
LSA0006080,VS KODAK SINGLE DIGITAL 1.67 BLUE UV FORTE UV,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,
LSA0006081,VS KODAK SINGLE DIGITAL 1.67 BLUE UV SAPPHIRE,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,SAPPHIRE
LSA0006082,VS KODAK SINGLE DIGITAL 1.67 BLUE UV PREVENCIA,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,PREVENCIA
LSA0006083,VS KODAK SINGLE DIGITAL 1.67 INC EASY CLEAN UV,KODAK,SINGLE,VISÃO SIMPLES,1.67,,EASY CLEAN,
LSA0006084,VS KODAK SINGLE DIGITAL 1.67 INC NO REFLEX,KODAK,SINGLE,VISÃO SIMPLES,1.67,,NO REFLEX,
LSA0006086,VS KODAK SINGLE DIGITAL 1.67 INC CZ EASY UV,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,EASY
LSA0006087,VS KODAK SINGLE DIGITAL 1.67 INC FORTE UV,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,
LSA0006089,VS KODAK SINGLE DIGITAL 1.67 INC PREVENCIA,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,PREVENCIA
LSA0006103,KODAK SNGL DIG POLI TR 7 STL CLRS SAFIRA FORTE UV,KODAK,SINGLE,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,
LSA0006122,VS KODAK SINGLE DIGITAL POLI XPERIO CNZ ANTIRRISCO,KODAK,SINGLE,VISÃO SIMPLES,1.59,XPERIO,ANTIRRISCO,
LSA0006124,VS KODAK SINGLE DIGITAL POLI XPERIO CNZ SAPPHIRE,KODAK,SINGLE,VISÃO SIMPLES,1.59,XPERIO,CRIZAL,SAPPHIRE
LSA0006131,VS KODAK SINGLE DIGITAL POLI BLUE UV ANTIRRISCO,KODAK,SINGLE,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0006132,VS KODAK SINGLE DIGITAL POLI BLUE UV EASY CLEAN UV,KODAK,SINGLE,VISÃO SIMPLES,1.59,,EASY CLEAN,
LSA0006133,VS KODAK SINGLE DIGITAL POLI BLUE UV NO REFLEX,KODAK,SINGLE,VISÃO SIMPLES,1.59,,NO REFLEX,
LSA0006134,VS KODAK SINGLE DIGITAL POLI BLUE UV OPTIFOG,KODAK,SINGLE,VISÃO SIMPLES,1.59,,OPTIFOG,
LSA0006135,VS KODAK SINGLE DIGITAL POLI BLUE UV CZ EASY UV,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,EASY
LSA0006136,VS KODAK SINGLE DIGITAL POLI BLUE UV FORTE UV,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,
LSA0006137,VS KODAK SINGLE DIGITAL POLI BLUE UV SAPPHIRE,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,SAPPHIRE
LSA0006138,VS KODAK SINGLE DIGITAL POLI BLUE UV PREVENCIA,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,PREVENCIA
LSA0006139,VS KODAK SINGLE DIGITAL POLI COLORACAO PADRAO,KODAK,SINGLE,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0006140,VS KODAK SINGLE DIGITAL POLI COLORACAO ESPECIAL,KODAK,SINGLE,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0006141,VS KODAK SINGLE DIGITAL POLI INC ANTIRRISCO,KODAK,SINGLE,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0006142,VS KODAK SINGLE DIGITAL POLI INC EASY CLEAN UV,KODAK,SINGLE,VISÃO SIMPLES,1.59,,EASY CLEAN,
LSA0006143,VS KODAK SINGLE DIGITAL POLI INC NO REFLEX,KODAK,SINGLE,VISÃO SIMPLES,1.59,,NO REFLEX,
LSA0006145,VS KODAK SINGLE DIGITAL POLI INC CZ EASY UV,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,EASY
LSA0006146,VS KODAK SINGLE DIGITAL POLI INC FORTE UV,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,
LSA0006147,VS KODAK SINGLE DIGITAL POLI INC SAPPHIRE,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,SAPPHIRE
LSA0006148,VS KODAK SINGLE DIGITAL POLI INC PREVENCIA,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,PREVENCIA
LSA0006215,VS KODAK SINGLE DIGITAL 1.50 XPERIO CNZ SAPPHIRE,KODAK,SINGLE,VISÃO SIMPLES,1.50,XPERIO,CRIZAL,SAPPHIRE
LSA0006216,VS KODAK SGL SUN DIG 1.50 XPERIO MRM ANTIRRISCO,KODAK,SINGLE SUN,VISÃO SIMPLES,1.50,XPERIO,ANTIRRISCO,
LSA0006222,VS KODAK SINGLE DIGITAL 1.50 COLORACAO PADRAO,KODAK,SINGLE,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0006223,VS KODAK SGL SUN DIG 1.50 COLORACAO ESPECIAL,KODAK,SINGLE,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0006224,VS KODAK SINGLE DIGITAL 1.50 INC ANTIRRISCO,KODAK,SINGLE,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0006225,VS KODAK SINGLE DIGITAL 1.50 INC EASY CLEAN UV,KODAK,SINGLE,VISÃO SIMPLES,1.50,,EASY CLEAN,
LSA0006226,VS KODAK SINGLE DIGITAL 1.50 INC NO REFLEX,KODAK,SINGLE,VISÃO SIMPLES,1.50,,NO REFLEX,
LSA0006228,VS KODAK SINGLE DIGITAL 1.50 INC CZ EASY UV,KODAK,SINGLE,VISÃO SIMPLES,1.50,,CRIZAL,EASY
LSA0006229,VS KODAK SINGLE DIGITAL 1.50 INC FORTE UV,KODAK,SINGLE,VISÃO SIMPLES,1.50,,CRIZAL,
LSA0006230,VS KODAK SINGLE DIGITAL 1.50 INC SAPPHIRE,KODAK,SINGLE,VISÃO SIMPLES,1.50,,CRIZAL,SAPPHIRE
LSA0006231,VS KODAK SINGLE DIGITAL 1.50 INC PREVENCIA,KODAK,SINGLE,VISÃO SIMPLES,1.50,,CRIZAL,PREVENCIA
LSA0006239,PR KODAK PRECISE 1.67 BLUE UV EASY CLEAN UV,KODAK,PRECISE,PROGRESSIVA,1.67,,EASY CLEAN,
LSA0006240,PR KODAK PRECISE 1.67 BLUE UV NO REFLEX,KODAK,PRECISE,PROGRESSIVA,1.67,,NO REFLEX,
LSA0006241,PR KODAK PRECISE 1.67 BLUE UV OPTIFOG,KODAK,PRECISE,PROGRESSIVA,1.67,,OPTIFOG,
LSA0006242,PR KODAK PRECISE 1.67 BLUE UV CZ EASY UV,KODAK,PRECISE,PROGRESSIVA,1.67,,CRIZAL,EASY
LSA0006246,PR KODAK PRECISE 1.67 INC EASY CLEAN UV,KODAK,PRECISE,PROGRESSIVA,1.67,,EASY CLEAN,
LSA0006247,PR KODAK PRECISE 1.67 INC NO REFLEX,KODAK,PRECISE,PROGRESSIVA,1.67,,NO REFLEX,
LSA0006249,PR KODAK PRECISE 1.67 INC CZ EASY UV,KODAK,PRECISE,PROGRESSIVA,1.67,,CRIZAL,EASY
LSA0006250,PR KODAK PRECISE 1.67 INC FORTE UV,KODAK,PRECISE,PROGRESSIVA,1.67,,CRIZAL,
LSA0006252,PR KODAK PRECISE 1.67 INC SAPPHIRE,KODAK,PRECISE,PROGRESSIVA,1.67,,CRIZAL,SAPPHIRE
LSA0006261,PR KODAK PRECISE POLI BLUE UV EASY CLEAN UV,KODAK,PRECISE,PROGRESSIVA,1.59,,EASY CLEAN,
LSA0006262,PR KODAK PRECISE POLI BLUE UV NO REFLEX,KODAK,PRECISE,PROGRESSIVA,1.59,,NO REFLEX,
LSA0006264,PR KODAK PRECISE POLI BLUE UV CZ EASY UV,KODAK,PRECISE,PROGRESSIVA,1.59,,CRIZAL,EASY
LSA0006265,PR KODAK PRECISE POLI BLUE UV FORTE UV,KODAK,PRECISE,PROGRESSIVA,1.59,,CRIZAL,
LSA0006267,PR KODAK PRECISE POLI BLUE UV SAPPHIRE,KODAK,PRECISE,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0006268,PR KODAK PRECISE POLI COLORACAO PADRAO,KODAK,PRECISE,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0006269,PR KODAK PRECISE POLI COLORACAO ESPECIAL,KODAK,PRECISE,PROGRESSIVA,1.59,,ANTIRRISCO,
